_id,Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
5235,2003,Southern,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,8
5236,2003,Southern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,27
5237,2003,Southern,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,5
5238,2003,Southern,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,1
5239,2003,Southern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Not Worn,1
5240,2003,Southern,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,4
5241,2003,Southern,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,25
5242,2003,Southern,Hospitalised,60 to 74,Male,Vehicle Occupant,Unrestrained,3
5243,2003,Southern,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,14
5244,2003,Southern,Hospitalised,Unknown,Male,Bicyclist,Helmet Use Not determined,1
5245,2003,Southern,Hospitalised,Unknown,Male,Motorcyclist,Helmet Worn,1
5246,2003,Southern,Hospitalised,Unknown,Male,Vehicle Occupant,Restrained,1
5247,2003,Southern,Hospitalised,Unknown,Unknown,Vehicle Occupant,Restrained,1
5248,2003,Southern,Medically treated,0 to 16,Female,Motorcyclist,Helmet Worn,1
5249,2003,Southern,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,33
5250,2003,Southern,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,2
5251,2003,Southern,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,5
5252,2003,Southern,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,96
5253,2003,Southern,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,10
5254,2003,Southern,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,2
5255,2003,Southern,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
5256,2003,Southern,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,26
5257,2003,Southern,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,2
5258,2003,Southern,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,1
5259,2003,Southern,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,47
5260,2003,Southern,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,8
5261,2003,Southern,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,1
5262,2003,Southern,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,3
5263,2003,Southern,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,45
5264,2003,Southern,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,2
5265,2003,Southern,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,31
5266,2003,Southern,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,3
5267,2003,Southern,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,24
5268,2003,Southern,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
5269,2003,Southern,Medically treated,60 to 74,Female,Vehicle Occupant,Unrestrained,1
5270,2003,Southern,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,5
5271,2003,Southern,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,1
5272,2003,Southern,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,5
5273,2003,Southern,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,7
5274,2003,Southern,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,2
5275,2003,Southern,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,24
5276,2003,Southern,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,3
5277,2003,Southern,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,3
5278,2003,Southern,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,2
5279,2003,Southern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Not Worn,1
5280,2003,Southern,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,8
5281,2003,Southern,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,75
5282,2003,Southern,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,9
5283,2003,Southern,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,3
5284,2003,Southern,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,2
5285,2003,Southern,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,7
5286,2003,Southern,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,22
5287,2003,Southern,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,10
5288,2003,Southern,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,2
5289,2003,Southern,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,7
5290,2003,Southern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
5291,2003,Southern,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,8
5292,2003,Southern,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,33
5293,2003,Southern,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,2
5294,2003,Southern,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,3
5295,2003,Southern,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,1
5296,2003,Southern,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,6
5297,2003,Southern,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,35
5298,2003,Southern,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,8
5299,2003,Southern,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,2
5300,2003,Southern,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,18
5301,2003,Southern,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,2
5302,2003,Southern,Medically treated,60 to 74,Male,Motorcyclist,Helmet Use Not determined,1
5303,2003,Southern,Medically treated,60 to 74,Male,Vehicle Occupant,Not applicable,1
5304,2003,Southern,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,18
5305,2003,Southern,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,3
5306,2003,Southern,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,8
5307,2003,Southern,Medically treated,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
5308,2003,Southern,Medically treated,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,2
5309,2003,Southern,Minor injury,0 to 16,Female,Bicyclist,Helmet Not Worn,1
5310,2003,Southern,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,27
5311,2003,Southern,Minor injury,0 to 16,Female,Vehicle Occupant,Unrestrained,2
5312,2003,Southern,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,52
5313,2003,Southern,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,7
5314,2003,Southern,Minor injury,17 to 24,Female,Vehicle Occupant,Unrestrained,3
5315,2003,Southern,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,21
5316,2003,Southern,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,2
5317,2003,Southern,Minor injury,30 to 39,Female,Motorcyclist,Helmet Worn,1
5318,2003,Southern,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,44
5319,2003,Southern,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,3
5320,2003,Southern,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,29
5321,2003,Southern,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,4
5322,2003,Southern,Minor injury,50 to 59,Female,Motorcyclist,Helmet Worn,1
5323,2003,Southern,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,25
5324,2003,Southern,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
5325,2003,Southern,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,13
5326,2003,Southern,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,1
5327,2003,Southern,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,6
5328,2003,Southern,Minor injury,0 to 16,Male,Bicyclist,Helmet Not Worn,4
5329,2003,Southern,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,3
5330,2003,Southern,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,20
5331,2003,Southern,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,3
5332,2003,Southern,Minor injury,0 to 16,Male,Vehicle Occupant,Unrestrained,1
5333,2003,Southern,Minor injury,17 to 24,Male,Bicyclist,Helmet Not Worn,1
5334,2003,Southern,Minor injury,17 to 24,Male,Bicyclist,Helmet Use Not determined,1
5335,2003,Southern,Minor injury,17 to 24,Male,Bicyclist,Helmet Worn,1
5336,2003,Southern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Use Not determined,2
5337,2003,Southern,Minor injury,17 to 24,Male,Motorcyclist,Helmet Worn,3
5338,2003,Southern,Minor injury,17 to 24,Male,Vehicle Occupant,Restrained,59
5339,2003,Southern,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,6
5340,2003,Southern,Minor injury,17 to 24,Male,Vehicle Occupant,Unrestrained,3
5341,2003,Southern,Minor injury,25 to 29,Male,Bicyclist,Helmet Worn,1
5342,2003,Southern,Minor injury,25 to 29,Male,Motorcyclist,Helmet Worn,1
5343,2003,Southern,Minor injury,25 to 29,Male,Vehicle Occupant,Restrained,16
5344,2003,Southern,Minor injury,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,4
5345,2003,Southern,Minor injury,30 to 39,Male,Bicyclist,Helmet Worn,1
5346,2003,Southern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Use Not determined,3
5347,2003,Southern,Minor injury,30 to 39,Male,Motorcyclist,Helmet Worn,3
5348,2003,Southern,Minor injury,30 to 39,Male,Vehicle Occupant,Restrained,24
5349,2003,Southern,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
5350,2003,Southern,Minor injury,30 to 39,Male,Vehicle Occupant,Unrestrained,2
5351,2003,Southern,Minor injury,40 to 49,Male,Motorcyclist,Helmet Worn,1
5352,2003,Southern,Minor injury,40 to 49,Male,Vehicle Occupant,Restrained,23
5353,2003,Southern,Minor injury,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,2
5354,2003,Southern,Minor injury,50 to 59,Male,Motorcyclist,Helmet Worn,2
5355,2003,Southern,Minor injury,50 to 59,Male,Vehicle Occupant,Restrained,14
5356,2003,Southern,Minor injury,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,3
5357,2003,Southern,Minor injury,60 to 74,Male,Vehicle Occupant,Restrained,13
5358,2003,Southern,Minor injury,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,4
5359,2003,Southern,Minor injury,75 and over,Male,Vehicle Occupant,Restrained,7
5360,2003,Southern,Minor injury,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
5361,2003,Southern,Minor injury,Unknown,Male,Bicyclist,Helmet Worn,1
5362,2003,Southern,Minor injury,17 to 24,Unknown,Vehicle Occupant,Restraint Use Not determined,1
5363,2003,Southern,Minor injury,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,2
5364,2003,Unknown,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,1
5365,2003,Unknown,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,1
5366,2003,Unknown,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
5367,2003,Unknown,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,2
5368,2003,Unknown,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,1
5369,2003,Unknown,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,1
5370,2003,Unknown,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,3
5371,2003,Unknown,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,1
5372,2003,Unknown,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,1
5373,2003,Unknown,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,1
5374,2003,Unknown,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,3
5375,2003,Unknown,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
5376,2003,Unknown,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,2
5377,2003,Unknown,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,1
5378,2003,Unknown,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,1
5379,2003,Unknown,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,1
5380,2003,Unknown,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,3
5381,2003,Unknown,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,2
5382,2003,Unknown,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,1
5383,2003,Unknown,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,1
5384,2003,Unknown,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
5385,2003,Unknown,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,6
5386,2003,Unknown,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,2
5387,2003,Unknown,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,1
5388,2003,Unknown,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,1
5389,2003,Unknown,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,2
5390,2003,Unknown,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
5391,2003,Unknown,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,1
5392,2003,Unknown,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,1
5393,2003,Unknown,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,1
5394,2003,Unknown,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,3
5395,2003,Unknown,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,4
5396,2003,Unknown,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,1
5397,2003,Unknown,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,1
5398,2003,Unknown,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,2
5399,2003,Unknown,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
5400,2003,Unknown,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,1
5401,2003,Unknown,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,1
5402,2003,Unknown,Medically treated,Unknown,Male,Vehicle Occupant,Restrained,1
5403,2003,Unknown,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,2
5404,2003,Unknown,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,2
5405,2003,Unknown,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
5406,2003,Unknown,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
5407,2003,Unknown,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,1
5408,2003,Unknown,Minor injury,0 to 16,Male,Vehicle Occupant,Unrestrained,1
5409,2003,Unknown,Minor injury,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,4
5410,2003,Unknown,Minor injury,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,2
5411,2003,Unknown,Minor injury,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
5412,2004,Brisbane,Fatality,17 to 24,Female,Vehicle Occupant,Restrained,2
5413,2004,Brisbane,Fatality,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,1
5414,2004,Brisbane,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,1
5415,2004,Brisbane,Fatality,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
5416,2004,Brisbane,Fatality,50 to 59,Female,Bicyclist,Helmet Worn,1
5417,2004,Brisbane,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,3
5418,2004,Brisbane,Fatality,75 and over,Female,Vehicle Occupant,Restrained,2
5419,2004,Brisbane,Fatality,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,1
5420,2004,Brisbane,Fatality,0 to 16,Male,Bicyclist,Helmet Not Worn,1
5421,2004,Brisbane,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,4
5422,2004,Brisbane,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,6
5423,2004,Brisbane,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,2
5424,2004,Brisbane,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,1
5425,2004,Brisbane,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,1
5426,2004,Brisbane,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,1
5427,2004,Brisbane,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,1
5428,2004,Brisbane,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,1
5429,2004,Brisbane,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
5430,2004,Brisbane,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,1
5431,2004,Brisbane,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,1
5432,2004,Brisbane,Fatality,50 to 59,Male,Bicyclist,Helmet Worn,1
5433,2004,Brisbane,Fatality,50 to 59,Male,Motorcyclist,Helmet Worn,2
5434,2004,Brisbane,Fatality,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,1
5435,2004,Brisbane,Fatality,75 and over,Male,Bicyclist,Helmet Worn,1
5436,2004,Brisbane,Fatality,75 and over,Male,Vehicle Occupant,Not applicable,1
5437,2004,Brisbane,Fatality,75 and over,Male,Vehicle Occupant,Restrained,2
5438,2004,Brisbane,Fatality,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
5439,2004,Brisbane,Hospitalised,0 to 16,Female,Motorcyclist,Helmet Worn,1
5440,2004,Brisbane,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,40
5441,2004,Brisbane,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,4
5442,2004,Brisbane,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,2
5443,2004,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,3
5444,2004,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,6
5445,2004,Brisbane,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,132
5446,2004,Brisbane,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,27
5447,2004,Brisbane,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,7
5448,2004,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,Helmet Worn,5
5449,2004,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,3
5450,2004,Brisbane,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,61
5451,2004,Brisbane,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,10
5452,2004,Brisbane,Hospitalised,25 to 29,Female,Vehicle Occupant,Unrestrained,2
5453,2004,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,Helmet Not Worn,1
5454,2004,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,Helmet Worn,3
5455,2004,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,6
5456,2004,Brisbane,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,74
5457,2004,Brisbane,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,11
5458,2004,Brisbane,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,5
5459,2004,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,2
5460,2004,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,2
5461,2004,Brisbane,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,81
5462,2004,Brisbane,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,7
5463,2004,Brisbane,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,2
5464,2004,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,1
