Crash_ID,Crash_Year,Crash_Severity,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Involving_Male_Driver_x,Involving_Female_Driver_x,Involving_Senior_Driver_60plus_x,Involving_Provisional_Driver_x,Involving_Overseas_Licensed_Driver_x,Involving_Young_Driver_16-24_x,Involving_Unlicensed_Driver_x,Primary_Reason_ID,Driver_Category_ID,Location_ID,Primary_Reason,Driver_Category,Location,Involving_Male_Driver_y,Involving_Female_Driver_y,Involving_Young_Driver_16-24_y,Involving_Senior_Driver_60plus_y,Involving_Provisional_Driver_y,Involving_Overseas_Licensed_Driver_y,Involving_Unlicensed_Driver_y,Count_Casualty_Fatality,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Count,Impact_Score
1640,2006,Fatal,2,2,1,3,0,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,4,3,6,Fatigued Driver,Unlicensed,Southern,No,Yes,Yes,No,No,No,Yes,0,Medically treated,75 and over,Female,Vehicle Occupant,6,6
1641,2006,Fatal,4,8,0,0,1,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,2,4,6,Driver Speed,Provisional,Southern,No,Yes,Yes,No,Yes,No,No,0,Medically treated,75 and over,Female,Vehicle Occupant,2,2
1642,2006,Fatal,1,2,1,1,0,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,2,2,6,Driver Speed,Senior,Southern,No,Yes,Yes,Yes,No,No,No,0,Medically treated,75 and over,Female,Vehicle Occupant,2,2
1643,2006,Fatal,10,12,2,1,0,Yes,No,No,No,Yes,No,No,No,No,No,No,3,6,6,Drink Driving,Male,Southern,Yes,No,No,No,No,No,No,0,Medically treated,Unknown,Female,Vehicle Occupant,1,1
1644,2006,Fatal,3,3,0,0,0,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,3,3,6,Drink Driving,Unlicensed,Southern,Yes,No,No,No,No,No,Yes,0,Medically treated,0 to 16,Male,Bicyclist,1,1
1645,2006,Hospitalisation,440,0,520,79,43,No,No,No,No,Yes,No,No,No,Yes,No,No,0,7,6,Other Reasons,OverseasLicensed ,Southern,Yes,No,No,No,No,Yes,No,0,Medically treated,0 to 16,Male,Bicyclist,7,7
1646,2006,Hospitalisation,17,0,21,0,3,No,No,No,Yes,Yes,No,No,Yes,No,No,No,1,4,6,Defective Vehicle,Provisional,Southern,Yes,No,No,No,Yes,No,No,0,Medically treated,0 to 16,Male,Vehicle Occupant,44,44
1647,2006,Hospitalisation,20,0,26,2,1,No,No,Yes,No,Yes,No,Yes,No,No,No,No,4,2,6,Fatigued Driver,Senior,Southern,Yes,No,No,Yes,No,No,No,0,Medically treated,0 to 16,Male,Vehicle Occupant,4,4
1648,2006,Hospitalisation,24,0,30,11,2,No,Yes,No,No,Yes,No,No,No,No,Yes,No,2,5,6,Driver Speed,Young_driver,Southern,Yes,No,Yes,No,No,No,No,0,Medically treated,0 to 16,Male,Vehicle Occupant,1,1
1649,2006,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,2,3,6,Driver Speed,Unlicensed,Southern,Yes,No,Yes,No,No,No,Yes,0,Medically treated,17 to 24,Male,Bicyclist,1,1
1650,2006,Hospitalisation,47,0,57,9,1,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,3,7,6,Drink Driving,OverseasLicensed ,Southern,Yes,No,Yes,No,No,Yes,No,0,Medically treated,17 to 24,Male,Bicyclist,1,1
1651,2006,Hospitalisation,3,0,4,3,0,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,3,4,6,Drink Driving,Provisional,Southern,Yes,No,Yes,No,Yes,No,No,0,Medically treated,17 to 24,Male,Motorcyclist,1,1
1652,2006,Hospitalisation,7,0,7,2,2,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,3,3,6,Drink Driving,Unlicensed,Southern,Yes,No,Yes,Yes,No,No,Yes,0,Medically treated,17 to 24,Male,Motorcyclist,2,2
1653,2006,Hospitalisation,1,0,1,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,3,4,6,Drink Driving,Provisional,Southern,Yes,No,Yes,Yes,Yes,No,No,0,Medically treated,17 to 24,Male,Motorcyclist,8,8
1654,2006,Medical treatment,499,0,0,608,53,No,No,No,No,Yes,Yes,No,No,No,No,No,0,1,6,Other Reasons,Female,Southern,Yes,Yes,No,No,No,No,No,0,Medically treated,17 to 24,Male,Vehicle Occupant,102,102
1655,2006,Medical treatment,20,0,0,30,1,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,1,3,6,Defective Vehicle,Unlicensed,Southern,Yes,Yes,No,No,No,No,Yes,0,Medically treated,17 to 24,Male,Vehicle Occupant,11,11
1656,2006,Medical treatment,15,0,0,15,2,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,4,7,6,Fatigued Driver,OverseasLicensed ,Southern,Yes,Yes,No,No,No,Yes,No,0,Medically treated,17 to 24,Male,Vehicle Occupant,1,1
1657,2006,Medical treatment,18,0,0,31,3,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,4,6,Driver Speed,Provisional,Southern,Yes,Yes,No,No,Yes,No,No,0,Medically treated,25 to 29,Male,Bicyclist,1,1
1658,2006,Medical treatment,1,0,0,2,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,2,6,Driver Speed,Senior,Southern,Yes,Yes,No,Yes,No,No,No,0,Medically treated,25 to 29,Male,Motorcyclist,1,1
1659,2006,Medical treatment,1,0,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,2,7,6,Driver Speed,OverseasLicensed ,Southern,Yes,Yes,No,Yes,No,Yes,No,0,Medically treated,25 to 29,Male,Motorcyclist,1,1
1660,2006,Medical treatment,16,0,0,19,2,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,3,5,6,Drink Driving,Young_driver,Southern,Yes,Yes,Yes,No,No,No,No,0,Medically treated,25 to 29,Male,Vehicle Occupant,1,1
1661,2006,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,3,3,6,Drink Driving,Unlicensed,Southern,Yes,Yes,Yes,No,No,No,Yes,0,Medically treated,25 to 29,Male,Vehicle Occupant,28,28
1662,2006,Medical treatment,6,0,0,7,1,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,3,4,6,Drink Driving,Provisional,Southern,Yes,Yes,Yes,No,Yes,No,No,0,Medically treated,25 to 29,Male,Vehicle Occupant,4,4
1663,2006,Medical treatment,1,0,0,1,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,3,6,Drink Driving,Unlicensed,Southern,Yes,Yes,Yes,No,Yes,No,Yes,0,Medically treated,25 to 29,Male,Vehicle Occupant,2,2
1664,2006,Minor injury,362,0,0,0,412,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,0,7,6,Other Reasons,OverseasLicensed ,Southern,Yes,Yes,Yes,Yes,No,Yes,No,0,Medically treated,30 to 39,Male,Bicyclist,1,1
1665,2006,Minor injury,14,0,0,0,16,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,4,6,Defective Vehicle,Provisional,Southern,Yes,Yes,Yes,Yes,Yes,No,No,0,Medically treated,30 to 39,Male,Motorcyclist,8,8
1666,2006,Minor injury,12,0,0,0,12,No,No,Yes,No,No,No,No,No,No,No,No,4,0,6,Fatigued Driver,NotCategorised,Southern,No,No,No,No,No,No,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,42,42
1667,2006,Minor injury,9,0,0,0,11,No,Yes,No,No,No,Yes,No,No,No,No,No,2,1,6,Driver Speed,Female,Southern,No,Yes,No,No,No,No,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,7,7
1668,2006,Minor injury,3,0,0,0,4,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,2,7,6,Driver Speed,OverseasLicensed ,Southern,No,Yes,No,No,No,Yes,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,2,2
1669,2006,Minor injury,21,0,0,0,22,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,3,3,6,Drink Driving,Unlicensed,Southern,No,Yes,No,No,No,Yes,Yes,0,Medically treated,40 to 49,Male,Bicyclist,1,1
1670,2006,Minor injury,2,0,0,0,4,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,3,4,6,Drink Driving,Provisional,Southern,No,Yes,No,No,Yes,No,No,0,Medically treated,40 to 49,Male,Motorcyclist,6,6
1671,2006,Minor injury,4,0,0,0,5,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,3,2,6,Drink Driving,Senior,Southern,No,Yes,No,Yes,No,No,No,0,Medically treated,40 to 49,Male,Vehicle Occupant,1,1
1672,2006,Property damage only,1071,0,0,0,0,No,No,No,No,No,Yes,No,No,No,Yes,No,0,5,6,Other Reasons,Young_driver,Southern,No,Yes,Yes,No,No,No,No,0,Medically treated,40 to 49,Male,Vehicle Occupant,28,28
1673,2006,Property damage only,35,0,0,0,0,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,1,3,6,Defective Vehicle,Unlicensed,Southern,No,Yes,Yes,No,No,No,Yes,0,Medically treated,40 to 49,Male,Vehicle Occupant,4,4
1674,2006,Property damage only,29,0,0,0,0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,4,7,6,Fatigued Driver,OverseasLicensed ,Southern,No,Yes,Yes,No,No,Yes,No,0,Medically treated,40 to 49,Male,Vehicle Occupant,4,4
1675,2006,Property damage only,1,0,0,0,0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,4,4,6,Fatigued Driver,Provisional,Southern,No,Yes,Yes,No,Yes,No,No,0,Medically treated,50 to 59,Male,Bicyclist,1,1
1676,2006,Property damage only,57,0,0,0,0,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,2,2,6,Driver Speed,Senior,Southern,No,Yes,Yes,Yes,No,No,No,0,Medically treated,50 to 59,Male,Motorcyclist,4,4
1677,2006,Property damage only,4,0,0,0,0,No,Yes,No,Yes,Yes,No,No,No,No,No,No,2,6,6,Driver Speed,Male,Southern,Yes,No,No,No,No,No,No,0,Medically treated,50 to 59,Male,Vehicle Occupant,1,1
1678,2006,Property damage only,57,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No,Yes,3,3,6,Drink Driving,Unlicensed,Southern,Yes,No,No,No,No,No,Yes,0,Medically treated,50 to 59,Male,Vehicle Occupant,29,29
1679,2006,Property damage only,1,0,0,0,0,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,3,7,6,Drink Driving,OverseasLicensed ,Southern,Yes,No,No,No,No,Yes,No,0,Medically treated,50 to 59,Male,Vehicle Occupant,1,1
1680,2006,Property damage only,2,0,0,0,0,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,3,4,6,Drink Driving,Provisional,Southern,Yes,No,No,No,Yes,No,No,0,Medically treated,60 to 74,Male,Bicyclist,1,1
1681,2006,Property damage only,7,0,0,0,0,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,3,2,6,Drink Driving,Senior,Southern,Yes,No,No,Yes,No,No,No,0,Medically treated,60 to 74,Male,Motorcyclist,1,1
1682,2006,Hospitalisation,3,0,4,1,0,No,No,No,No,Yes,No,Yes,No,No,No,Yes,0,3,7,Other Reasons,Unlicensed,Unknown,Yes,No,No,Yes,No,No,Yes,0,Medically treated,60 to 74,Male,Vehicle Occupant,21,21
1683,2006,Hospitalisation,2,0,3,1,0,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,2,7,7,Driver Speed,OverseasLicensed ,Unknown,Yes,No,No,Yes,No,Yes,No,0,Medically treated,60 to 74,Male,Vehicle Occupant,1,1
1684,2006,Hospitalisation,1,0,1,0,0,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,3,4,7,Drink Driving,Provisional,Unknown,Yes,No,No,Yes,Yes,No,No,0,Medically treated,75 and over,Male,Vehicle Occupant,10,10
1685,2006,Medical treatment,4,0,0,6,1,No,No,No,No,Yes,No,No,No,No,Yes,No,0,5,7,Other Reasons,Young_driver,Unknown,Yes,No,Yes,No,No,No,No,0,Medically treated,Unknown,Male,Vehicle Occupant,1,1
1686,2006,Minor injury,3,0,0,0,3,No,No,No,No,Yes,No,No,No,No,Yes,Yes,0,3,7,Other Reasons,Unlicensed,Unknown,Yes,No,Yes,No,No,No,Yes,0,Minor injury,0 to 16,Female,Bicyclist,2,2
1687,2006,Property damage only,3,0,0,0,0,No,No,No,No,Yes,No,No,No,Yes,Yes,No,0,7,7,Other Reasons,OverseasLicensed ,Unknown,Yes,No,Yes,No,No,Yes,No,0,Minor injury,0 to 16,Female,Vehicle Occupant,20,20
1688,2007,Fatal,35,35,10,2,6,No,No,No,No,Yes,No,No,Yes,No,Yes,No,0,4,0,Other Reasons,Provisional,Brisbane,Yes,No,Yes,No,Yes,No,No,0,Minor injury,0 to 16,Female,Vehicle Occupant,3,3
1689,2007,Fatal,13,13,10,2,1,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,2,3,0,Driver Speed,Unlicensed,Brisbane,Yes,No,Yes,No,Yes,No,Yes,0,Minor injury,0 to 16,Female,Vehicle Occupant,1,1
1690,2007,Fatal,3,3,2,0,2,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,3,2,0,Drink Driving,Senior,Brisbane,Yes,No,Yes,Yes,No,No,No,0,Minor injury,17 to 24,Female,Motorcyclist,2,2
1691,2007,Fatal,2,2,1,0,0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,3,4,0,Drink Driving,Provisional,Brisbane,Yes,No,Yes,Yes,Yes,No,No,0,Minor injury,17 to 24,Female,Vehicle Occupant,46,46
1692,2007,Hospitalisation,1215,0,1396,140,159,No,No,No,No,Yes,Yes,No,No,No,No,No,0,1,0,Other Reasons,Female,Brisbane,Yes,Yes,No,No,No,No,No,0,Minor injury,17 to 24,Female,Vehicle Occupant,5,5
1693,2007,Hospitalisation,21,0,23,3,1,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,1,3,0,Defective Vehicle,Unlicensed,Brisbane,Yes,Yes,No,No,No,No,Yes,0,Minor injury,17 to 24,Female,Vehicle Occupant,3,3
1694,2007,Hospitalisation,15,0,15,0,0,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,4,7,0,Fatigued Driver,OverseasLicensed ,Brisbane,Yes,Yes,No,No,No,Yes,No,0,Minor injury,25 to 29,Female,Vehicle Occupant,27,27
1695,2007,Hospitalisation,58,0,71,10,9,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,4,0,Driver Speed,Provisional,Brisbane,Yes,Yes,No,No,Yes,No,No,0,Minor injury,25 to 29,Female,Vehicle Occupant,2,2
1696,2007,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,2,0,Driver Speed,Senior,Brisbane,Yes,Yes,No,Yes,No,No,No,0,Minor injury,25 to 29,Female,Vehicle Occupant,1,1
1697,2007,Hospitalisation,80,0,100,8,10,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,3,3,0,Drink Driving,Unlicensed,Brisbane,Yes,Yes,No,Yes,No,No,Yes,0,Minor injury,30 to 39,Female,Motorcyclist,1,1
1698,2007,Hospitalisation,4,0,6,0,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,3,7,0,Drink Driving,OverseasLicensed ,Brisbane,Yes,Yes,No,Yes,No,Yes,No,0,Minor injury,30 to 39,Female,Vehicle Occupant,39,39
1699,2007,Hospitalisation,16,0,22,1,0,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,3,5,0,Drink Driving,Young_driver,Brisbane,Yes,Yes,Yes,No,No,No,No,0,Minor injury,30 to 39,Female,Vehicle Occupant,6,6
1700,2007,Hospitalisation,1,0,1,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,3,3,0,Drink Driving,Unlicensed,Brisbane,Yes,Yes,Yes,No,No,No,Yes,0,Minor injury,40 to 49,Female,Vehicle Occupant,26,26
1701,2007,Medical treatment,1683,0,0,1988,222,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,0,7,0,Other Reasons,OverseasLicensed ,Brisbane,Yes,Yes,Yes,No,No,Yes,No,0,Minor injury,40 to 49,Female,Vehicle Occupant,2,2
1702,2007,Medical treatment,32,0,0,38,1,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,1,4,0,Defective Vehicle,Provisional,Brisbane,Yes,Yes,Yes,No,Yes,No,No,0,Minor injury,40 to 49,Female,Vehicle Occupant,1,1
1703,2007,Medical treatment,23,0,0,23,0,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,4,3,0,Fatigued Driver,Unlicensed,Brisbane,Yes,Yes,Yes,No,Yes,No,Yes,0,Minor injury,50 to 59,Female,Vehicle Occupant,17,17
1704,2007,Medical treatment,52,0,0,61,7,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,2,4,0,Driver Speed,Provisional,Brisbane,Yes,Yes,Yes,No,Yes,Yes,No,0,Minor injury,50 to 59,Female,Vehicle Occupant,2,2
1705,2007,Medical treatment,2,0,0,2,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,2,2,0,Driver Speed,Senior,Brisbane,Yes,Yes,Yes,Yes,No,No,No,0,Minor injury,60 to 74,Female,Vehicle Occupant,11,11
1706,2007,Medical treatment,64,0,0,76,3,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,3,7,0,Drink Driving,OverseasLicensed ,Brisbane,Yes,Yes,Yes,Yes,No,Yes,No,0,Minor injury,60 to 74,Female,Vehicle Occupant,3,3
1707,2007,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,3,4,0,Drink Driving,Provisional,Brisbane,Yes,Yes,Yes,Yes,Yes,No,No,0,Minor injury,60 to 74,Female,Vehicle Occupant,2,2
1708,2007,Medical treatment,9,0,0,10,1,Yes,Yes,No,No,No,Yes,No,No,No,No,No,3,1,0,Drink Driving,Female,Brisbane,No,Yes,No,No,No,No,No,4,Minor injury,75 and over,Female,Vehicle Occupant,4,16
1709,2007,Minor injury,1050,0,0,0,1253,No,No,No,No,No,Yes,No,No,No,No,Yes,0,3,0,Other Reasons,Unlicensed,Brisbane,No,Yes,No,No,No,No,Yes,1,Minor injury,Unknown,Female,Vehicle Occupant,1,4
1710,2007,Minor injury,22,0,0,0,26,No,No,No,Yes,No,Yes,No,Yes,No,No,No,1,4,0,Defective Vehicle,Provisional,Brisbane,No,Yes,No,No,Yes,No,No,1,Minor injury,Unknown,Female,Vehicle Occupant,1,4
1711,2007,Minor injury,11,0,0,0,13,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,4,4,0,Fatigued Driver,Provisional,Brisbane,No,Yes,Yes,No,Yes,No,No,3,Minor injury,0 to 16,Male,Bicyclist,3,12
1712,2007,Minor injury,35,0,0,0,40,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,2,2,0,Driver Speed,Senior,Brisbane,No,Yes,Yes,Yes,No,No,No,1,Minor injury,0 to 16,Male,Bicyclist,4,7
1713,2007,Minor injury,2,0,0,0,2,No,Yes,No,Yes,Yes,No,No,No,No,No,No,2,6,0,Driver Speed,Male,Brisbane,Yes,No,No,No,No,No,No,22,Minor injury,0 to 16,Male,Motorcyclist,1,67
1714,2007,Minor injury,43,0,0,0,51,Yes,No,No,No,Yes,No,No,No,No,No,Yes,3,3,0,Drink Driving,Unlicensed,Brisbane,Yes,No,No,No,No,No,Yes,5,Minor injury,0 to 16,Male,Vehicle Occupant,10,25
1715,2007,Minor injury,1,0,0,0,1,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,3,7,0,Drink Driving,OverseasLicensed ,Brisbane,Yes,No,No,No,No,Yes,No,2,Minor injury,0 to 16,Male,Vehicle Occupant,2,8
1716,2007,Minor injury,5,0,0,0,6,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,3,2,0,Drink Driving,Senior,Brisbane,Yes,No,No,Yes,No,No,No,4,Minor injury,0 to 16,Male,Vehicle Occupant,6,18
1717,2007,Property damage only,1571,0,0,0,0,No,No,No,No,Yes,No,Yes,No,No,No,Yes,0,3,0,Other Reasons,Unlicensed,Brisbane,Yes,No,No,Yes,No,No,Yes,4,Minor injury,17 to 24,Male,Bicyclist,2,14
1718,2007,Property damage only,39,0,0,0,0,No,No,No,Yes,Yes,No,No,No,No,Yes,No,1,5,0,Defective Vehicle,Young_driver,Brisbane,Yes,No,Yes,No,No,No,No,4,Minor injury,17 to 24,Male,Bicyclist,1,13
1719,2007,Property damage only,34,0,0,0,0,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,4,4,0,Fatigued Driver,Provisional,Brisbane,Yes,No,Yes,No,Yes,No,No,11,Minor injury,17 to 24,Male,Motorcyclist,1,34
1720,2007,Property damage only,141,0,0,0,0,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,2,2,0,Driver Speed,Senior,Brisbane,Yes,No,Yes,Yes,No,No,No,2,Minor injury,17 to 24,Male,Motorcyclist,1,7
1721,2007,Property damage only,3,0,0,0,0,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,2,4,0,Driver Speed,Provisional,Brisbane,Yes,No,Yes,Yes,Yes,No,No,1,Minor injury,17 to 24,Male,Vehicle Occupant,66,69
1722,2007,Property damage only,164,0,0,0,0,Yes,No,No,No,Yes,Yes,No,No,No,No,No,3,1,0,Drink Driving,Female,Brisbane,Yes,Yes,No,No,No,No,No,1,Minor injury,17 to 24,Male,Vehicle Occupant,15,18
1723,2007,Property damage only,2,0,0,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,3,2,0,Drink Driving,Senior,Brisbane,Yes,Yes,No,Yes,No,No,No,2,Minor injury,25 to 29,Male,Bicyclist,1,7
1724,2007,Property damage only,1,0,0,0,0,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,3,5,0,Drink Driving,Young_driver,Brisbane,Yes,Yes,Yes,No,No,No,No,4,Minor injury,25 to 29,Male,Motorcyclist,4,16
1725,2007,Property damage only,20,0,0,0,0,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,3,3,0,Drink Driving,Unlicensed,Brisbane,Yes,Yes,Yes,No,No,No,Yes,1,Minor injury,25 to 29,Male,Vehicle Occupant,26,29
1726,2007,Property damage only,1,0,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,3,4,0,Drink Driving,Provisional,Brisbane,Yes,Yes,Yes,No,Yes,No,No,1,Minor injury,25 to 29,Male,Vehicle Occupant,5,8
1727,2007,Property damage only,1,0,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,3,4,0,Drink Driving,Provisional,Brisbane,Yes,Yes,Yes,Yes,Yes,No,No,1,Minor injury,25 to 29,Male,Vehicle Occupant,1,4
1728,2007,Fatal,24,25,16,6,1,No,No,No,No,No,No,No,No,No,No,No,0,0,1,Other Reasons,NotCategorised,Central,No,No,No,No,No,No,No,0,Minor injury,30 to 39,Male,Bicyclist,2,2
1729,2007,Fatal,7,7,8,0,1,No,No,Yes,No,No,Yes,No,No,No,No,No,4,1,1,Fatigued Driver,Female,Central,No,Yes,No,No,No,No,No,0,Minor injury,30 to 39,Male,Motorcyclist,2,2
1730,2007,Fatal,5,6,0,0,0,No,Yes,No,No,No,Yes,No,No,No,No,Yes,2,3,1,Driver Speed,Unlicensed,Central,No,Yes,No,No,No,No,Yes,0,Minor injury,30 to 39,Male,Vehicle Occupant,23,23
1731,2007,Fatal,11,12,5,0,0,Yes,No,No,No,No,Yes,No,No,Yes,No,No,3,7,1,Drink Driving,OverseasLicensed ,Central,No,Yes,No,No,No,Yes,No,0,Minor injury,30 to 39,Male,Vehicle Occupant,6,6
1732,2007,Fatal,1,1,1,0,0,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,3,4,1,Drink Driving,Provisional,Central,No,Yes,No,No,Yes,No,No,0,Minor injury,30 to 39,Male,Vehicle Occupant,2,2
1733,2007,Fatal,2,2,0,0,0,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,3,2,1,Drink Driving,Senior,Central,No,Yes,No,Yes,No,No,No,0,Minor injury,40 to 49,Male,Bicyclist,1,1
1734,2007,Fatal,5,6,4,1,0,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,3,7,1,Drink Driving,OverseasLicensed ,Central,No,Yes,No,Yes,No,Yes,No,0,Minor injury,40 to 49,Male,Bicyclist,1,1
1735,2007,Hospitalisation,365,0,432,52,56,No,No,No,No,No,Yes,Yes,Yes,No,No,No,0,4,1,Other Reasons,Provisional,Central,No,Yes,No,Yes,Yes,No,No,0,Minor injury,40 to 49,Male,Motorcyclist,1,1
1736,2007,Hospitalisation,17,0,20,5,0,No,No,No,Yes,No,Yes,No,No,No,Yes,No,1,5,1,Defective Vehicle,Young_driver,Central,No,Yes,Yes,No,No,No,No,0,Minor injury,40 to 49,Male,Motorcyclist,1,1
1737,2007,Hospitalisation,28,0,32,4,2,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,4,3,1,Fatigued Driver,Unlicensed,Central,No,Yes,Yes,No,No,No,Yes,0,Minor injury,40 to 49,Male,Vehicle Occupant,24,24
1738,2007,Hospitalisation,21,0,23,7,3,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,2,4,1,Driver Speed,Provisional,Central,No,Yes,Yes,No,Yes,No,No,0,Minor injury,40 to 49,Male,Vehicle Occupant,4,4
1739,2007,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,2,2,1,Driver Speed,Senior,Central,No,Yes,Yes,Yes,No,No,No,0,Minor injury,40 to 49,Male,Vehicle Occupant,2,2
1740,2007,Hospitalisation,43,0,46,5,9,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,3,7,1,Drink Driving,OverseasLicensed ,Central,No,Yes,Yes,Yes,No,Yes,No,0,Minor injury,50 to 59,Male,Bicyclist,1,1
1741,2007,Hospitalisation,3,0,3,0,0,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3,4,1,Drink Driving,Provisional,Central,No,Yes,Yes,Yes,Yes,No,No,0,Minor injury,50 to 59,Male,Motorcyclist,1,1
1742,2007,Hospitalisation,10,0,12,2,2,Yes,Yes,No,No,Yes,No,No,No,No,No,No,3,6,1,Drink Driving,Male,Central,Yes,No,No,No,No,No,No,0,Minor injury,50 to 59,Male,Motorcyclist,1,1
1743,2007,Hospitalisation,1,0,1,0,0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,3,3,1,Drink Driving,Unlicensed,Central,Yes,No,No,No,No,No,Yes,0,Minor injury,50 to 59,Male,Vehicle Occupant,24,24
1744,2007,Medical treatment,338,0,0,415,62,No,No,No,No,Yes,No,No,No,Yes,No,No,0,7,1,Other Reasons,OverseasLicensed ,Central,Yes,No,No,No,No,Yes,No,0,Minor injury,50 to 59,Male,Vehicle Occupant,7,7
1745,2007,Medical treatment,10,0,0,13,1,No,No,No,Yes,Yes,No,No,Yes,No,No,No,1,4,1,Defective Vehicle,Provisional,Central,Yes,No,No,No,Yes,No,No,0,Minor injury,50 to 59,Male,Vehicle Occupant,2,2
